# Talo reading-coverage reference — the concept spine the lexicon is scaled to cover (docs/0013).
# Source: Intercontinental Dictionary Series (IDS) via Concepticon (Key-2016-1310),
#   CC-BY-4.0. https://concepticon.clld.org/  —  Buck's ~1,310 cross-linguistic
#   concepts in 22 semantic chapters; named as the lexicon spine in docs/0003 §1.
# A concept is 'covered' when the Talo lexicon EXPRESSES it (a root, a legal
# derivation/compound, or a grammatical word). Coverage is measured by
# tools/reading-coverage; the uncovered rows are the (triage-then-mint) queue.
# Columns: id<TAB>english<TAB>chapter<TAB>gloss   ('#' = comment)
id	english	chapter	gloss
IDS-968	long-time (for a)	14	FOR A LONG TIME
IDS-969	never	14	NEVER
IDS-970	again	14	AGAIN
IDS-971	day	14	DAY (NOT NIGHT)
IDS-972	night	14	NIGHT
IDS-973	dawn	14	DAWN
IDS-974	morning	14	MORNING
IDS-975	noon, midday	14	MIDDAY
IDS-976	afternoon	14	AFTERNOON
IDS-977	evening	14	EVENING
IDS-978	today	14	TODAY
IDS-979	tomorrow	14	TOMORROW
IDS-980	day-after-tomorrow	14	DAY AFTER TOMORROW
IDS-981	yesterday	14	YESTERDAY
IDS-982	day-before-yesterday	14	DAY BEFORE YESTERDAY
IDS-983	hour	14	HOUR
IDS-984	clock, timepiece	14	CLOCK
IDS-985	week	14	WEEK
IDS-986	Sunday	14	SUNDAY
IDS-987	Monday	14	MONDAY
IDS-988	Tuesday	14	TUESDAY
IDS-989	Wednesday	14	WEDNESDAY
IDS-990	Thursday	14	THURSDAY
IDS-991	Friday	14	FRIDAY
IDS-992	Saturday	14	SATURDAY
IDS-993	month	14	MONTH
IDS-994	year	14	YEAR
IDS-995	winter	14	WINTER
IDS-996	spring	14	SPRINGTIME
IDS-997	summer	14	SUMMER
IDS-998	autumn	14	AUTUMN
IDS-999	season	14	SEASON
IDS-1000	smell (vb intrans)	15	SMELL (STINK)
IDS-1001	sniff	15	SNIFF
IDS-1002	smell (vb trans)	15	SMELL (PERCEIVE)
IDS-1003	fragrant, good smelling	15	FRAGRANT
IDS-1004	stinking, bad smelling	15	STINKING
IDS-1005	taste	15	TASTE (SOMETHING)
IDS-1006	sweet	15	SWEET
IDS-1007	salty	15	SALTY
IDS-1008	bitter	15	BITTER
IDS-1009	acid, sour	15	SOUR
IDS-1010	brackish	15	BRACKISH
IDS-1011	hear	15	HEAR
IDS-1012	listen	15	LISTEN
IDS-1013	sound, noise	15	SOUND OR NOISE
IDS-1014	loud	15	LOUD
IDS-1015	quiet, silence	15	SILENCE
IDS-1016	see	15	SEE
IDS-1017	look, look at	15	LOOK
IDS-1018	show	15	SHOW
IDS-1019	shine	15	SHINE
IDS-1020	bright	15	BRIGHT
IDS-1021	color	15	COLOR
IDS-1022	light (in color)	15	LIGHT (COLOR)
IDS-1023	dark (in color)	15	DARK
IDS-1024	white	15	WHITE
IDS-1025	black	15	BLACK
IDS-1026	red	15	RED
IDS-1027	blue	15	BLUE
IDS-1028	green	15	GREEN
IDS-1029	yellow	15	YELLOW
IDS-1030	touch	15	TOUCH
IDS-1031	pinch	15	PINCH
IDS-1032	feel	15	FEEL
IDS-1033	hard	15	HARD
IDS-1034	soft	15	SOFT
IDS-1035	rough	15	ROUGH
IDS-1036	smooth	15	SMOOTH
IDS-1037	sharp	15	SHARP
IDS-1038	blunt, dull	15	BLUNT
IDS-1039	heavy	15	HEAVY
IDS-1040	light (in weight)	15	LIGHT (WEIGHT)
IDS-1041	wet, damp	15	WET
IDS-1042	dry	15	DRY
IDS-1043	hot	15	HOT
IDS-1044	warm	15	WARM
IDS-1045	cold	15	COLD
IDS-1046	clean	15	CLEAN
IDS-1047	dirty, soiled	15	DIRTY
IDS-1048	wrinkled	15	WRINKLED
IDS-1049	soul, spirit	16	SOUL
IDS-1050	surprised, astonished	16	SURPRISED
IDS-1051	good fortune, luck	16	GOOD LUCK
IDS-1052	misfortune, bad luck	16	BAD LUCK
IDS-1053	joyful, glad, happy	16	HAPPY
IDS-1054	laugh	16	LAUGH
IDS-1055	smile	16	SMILE
IDS-1056	play	16	PLAY
IDS-1057	love	16	LOVE
IDS-1058	kiss	16	KISS
IDS-1059	embrace	16	EMBRACE
IDS-1060	pain	16	PAIN
IDS-1061	grief, sorrow, sadness	16	GRIEF
IDS-1062	anxiety, worry	16	ANXIETY
IDS-1063	regret, be sorry	16	REGRET
IDS-1064	pity	16	PITY
IDS-1065	cry, weep	16	CRY
IDS-1066	tear (noun)	16	TEAR (OF EYE)
IDS-1067	groan	16	GROAN
IDS-1068	hate	16	HATE
IDS-1069	anger	16	ANGER
IDS-1070	envy, jealousy	16	ENVY
IDS-1071	shame (noun)	16	SHAME
IDS-1072	proud	16	PROUD
IDS-1073	dare	16	DARE
IDS-1074	brave	16	BRAVE
IDS-1075	fear, fright	16	FEAR (FRIGHT)
IDS-1076	danger	16	DANGER
IDS-1077	desire, want	16	WANT
IDS-1078	choose	16	CHOOSE
IDS-1079	hope	16	HOPE
IDS-1080	faithful	16	FAITHFUL
IDS-1081	true	16	TRUE
IDS-1082	lie, tell lies	16	LIE (MISLEAD)
IDS-1083	deceit	16	DECEIT
IDS-1084	forgive	16	FORGIVE
IDS-1085	good	16	GOOD
IDS-1086	bad	16	BAD
IDS-1087	right, correct	16	CORRECT (RIGHT)
IDS-1088	wrong	16	WRONG
IDS-1089	fault	16	FAULT
IDS-1090	mistake, error	16	MISTAKE
IDS-1091	blame	16	BLAME
IDS-1092	praise	16	PRAISE
IDS-1093	beautiful	16	BEAUTIFUL
IDS-1094	ugly	16	UGLY
IDS-1095	greedy	16	GREEDY
IDS-1096	clever	16	CLEVER
IDS-1097	mind	17	MIND
IDS-1098	think (= reflect)	17	THINK (REFLECT)
IDS-1099	think (= be of the opinion)	17	THINK (BELIEVE)
IDS-1100	believe	17	BELIEVE
IDS-1101	understand	17	UNDERSTAND
IDS-1102	know	17	KNOW (SOMETHING)
IDS-1103	guess	17	GUESS
IDS-1104	imitate	17	IMITATE
IDS-1105	seem	17	SEEM
IDS-1106	idea, notion	17	IDEA
IDS-1107	wise	17	WISE
IDS-1108	foolish, stupid	17	STUPID
IDS-1109	insane, crazy	17	MAD
IDS-1110	learn	17	LEARN
IDS-1111	study	17	STUDY
IDS-1112	teach	17	TEACH
IDS-1113	pupil	17	PUPIL (STUDENT)
IDS-1114	teacher	17	TEACHER
IDS-1115	school	17	SCHOOL
IDS-1116	remember	17	REMEMBER
IDS-1117	forget	17	FORGET
IDS-1118	clear, plain	17	CLEAR
IDS-1119	obscure	17	OBSCURE
IDS-1120	secret	17	SECRET
IDS-1121	sure, certain	17	CERTAIN
IDS-1122	explain	17	EXPLAIN
IDS-1123	intention, purpose	17	INTENTION
IDS-1124	cause	17	CAUSE
IDS-1125	doubt	17	DOUBT
IDS-1126	suspect	17	SUSPECT
IDS-1127	betray	17	BETRAY
IDS-1128	need, necessity	17	NEED (NOUN)
IDS-1129	easy	17	EASY
IDS-1130	difficult	17	DIFFICULT
IDS-1131	try, attempt	17	TRY
IDS-1132	way, manner	17	MANNER
IDS-1133	and	17	AND
IDS-1134	because	17	BECAUSE
IDS-1135	if	17	IF
IDS-1136	or	17	OR
IDS-1137	yes, affirmative	17	YES
IDS-1138	no, negative	17	NO
IDS-1139	how?	17	HOW
IDS-1140	how many?	17	HOW MANY PIECES
IDS-1141	how much?	17	HOW MUCH
IDS-1142	what?	17	WHAT
IDS-1143	when?	17	WHEN
IDS-1144	where?	17	WHERE
IDS-1145	which?	17	WHICH
IDS-1146	who?	17	WHO
IDS-1147	why?	17	WHY
IDS-1148	voice	18	VOICE
IDS-1149	sing	18	SING
IDS-1150	shout, cry out	18	SHOUT
IDS-1151	whisper	18	WHISPER
IDS-1152	mumble	18	MUMBLE
IDS-1153	whistle	18	WHISTLE
IDS-1154	shriek, screech	18	SHRIEK
IDS-1155	howl	18	HOWL
IDS-1156	speak, talk	18	SPEAK
IDS-1157	stutter, stammer	18	STUTTER
IDS-1158	say	18	SAY
IDS-1159	tell story	18	TELL
IDS-1160	speech (make a)	18	SPEECH
IDS-1161	silent (be)	18	BE SILENT
IDS-1162	language	18	LANGUAGE
IDS-1163	word	18	WORD
IDS-1164	name	18	NAME
IDS-1165	ask (question, inquire)	18	ASK (INQUIRE)
IDS-1166	answer	18	ANSWER
IDS-1167	admit, confess	18	ADMIT
IDS-1168	deny	18	DENY
IDS-1169	ask, request	18	ASK (REQUEST)
IDS-1170	promise	18	PROMISE
IDS-1171	refuse	18	REFUSE
IDS-1172	forbid	18	FORBID
IDS-1173	rebuke, scold	18	SCOLD
IDS-1174	call (=summon)	18	CALL
IDS-1175	call (=name)	18	CALL BY NAME
IDS-1176	announce	18	ANNOUNCE
IDS-1177	threaten	18	THREATEN
IDS-1178	boast	18	BOAST
IDS-1179	write	18	WRITE
IDS-1180	read	18	READ
IDS-1181	paper	18	PAPER
IDS-1182	pen	18	PEN
IDS-1183	book	18	BOOK
IDS-1184	poet	18	POET
IDS-1185	flute	18	FLUTE
IDS-1186	drum	18	DRUM
IDS-1187	horn, trumpet	18	BRASS INSTRUMENT (HORN OR TRUMPET)
IDS-1188	rattle	18	RATTLE
IDS-1189	country	19	COUNTRY
IDS-1190	one's native country	19	NATIVE COUNTRY
IDS-1191	city, town	19	TOWN
IDS-1192	village	19	VILLAGE
IDS-1193	boundary	19	BOUNDARY
IDS-1194	people (populace)	19	PEOPLE
IDS-1195	tribe, clan	19	CLAN
IDS-1196	chief, chieftain	19	CHIEFTAIN
IDS-1197	staff, walking stick	19	WALKING STICK
IDS-1198	rule, govern	19	RULE
IDS-1199	king, ruler	19	KING
IDS-1200	queen	19	QUEEN
IDS-1201	noble, nobleman	19	NOBLE
IDS-1202	citizen, subject	19	CITIZEN
IDS-1203	master	19	MASTER
IDS-1204	slave	19	SLAVE
IDS-1205	servant	19	SERVANT
IDS-1206	freeman	19	FREEMAN
IDS-1207	command, order	19	COMMAND
IDS-1208	obey	19	OBEY
IDS-1209	let, permit	19	ALLOW OR PERMIT
IDS-1210	friend, companion	19	FRIEND
IDS-1211	enemy	19	ENEMY
IDS-1212	neighbor	19	NEIGHBOUR
IDS-1213	stranger	19	STRANGER
IDS-1214	guest	19	GUEST
IDS-1215	host	19	HOST
IDS-1216	help, aid	19	HELP
IDS-1217	hinder, prevent	19	HINDER OR PREVENT
IDS-1218	custom	19	CUSTOM
IDS-1219	strife, quarrel	19	QUARREL
IDS-1220	conspiracy, plot	19	PLOT
IDS-1221	meet	19	MEET
IDS-1222	prostitute	19	PROSTITUTE
IDS-1223	fight (vb)	20	FIGHT
IDS-1224	war, battle	20	BATTLE
IDS-1225	peace	20	PEACE
IDS-1226	army	20	ARMY
IDS-1227	soldier	20	SOLDIER
IDS-1228	weapons, arms	20	WEAPONS
IDS-1229	club	20	CLUB
IDS-1230	battle-ax	20	BATTLE-AXE
IDS-1231	sling	20	SLING
IDS-1232	bow	20	BOW
IDS-1233	arrow	20	ARROW
IDS-1234	spear	20	SPEAR
IDS-1235	sword	20	SWORD
IDS-1236	gun, cannon	20	CANNON OR GUN
IDS-1237	armor (defensive)	20	ARMOUR
IDS-1238	helmet	20	HELMET
IDS-1239	shield	20	SHIELD
IDS-1240	fortress	20	FORTRESS
IDS-1241	tower	20	TOWER
IDS-1242	victory	20	VICTORY
IDS-1243	defeat	20	DEFEAT
IDS-1244	attack	20	ATTACK
IDS-1245	defend	20	DEFEND
IDS-1246	retreat	20	RETREAT
IDS-1247	surrender	20	SURRENDER
IDS-1248	captive, prisoner	20	PRISONER
IDS-1249	guard, sentinel	20	GUARD
IDS-1250	booty, spoils	20	BOOTY
IDS-1251	ambush	20	AMBUSH
IDS-1252	fisherman	20	FISHERMAN
IDS-1253	fishhook	20	FISHHOOK
IDS-1254	fishing line	20	FISHING LINE
IDS-1255	fishnet	20	FISHNET
IDS-1256	fish trap	20	FISH TRAP
IDS-1257	bait	20	BAIT
IDS-1258	hunt	20	HUNT
IDS-1259	shoot	20	SHOOT
IDS-1260	miss (target)	20	MISS (A TARGET)
IDS-1261	trap (noun)	20	TRAP (PITFALL)
IDS-1262	trap (vb)	20	TRAP (CATCH)
IDS-1263	law	21	LAW
IDS-1264	court	21	COURT
IDS-1265	judge (vb)	21	ADJUDICATE
IDS-1266	judgment	21	JUDGMENT
IDS-1267	judge (noun)	21	JUDGE
IDS-1268	plaintiff	21	PLAINTIFF
IDS-1269	defendant	21	DEFENDANT
IDS-1270	witness	21	WITNESS
IDS-1271	swear	21	SWEAR
IDS-1272	oath	21	OATH
IDS-1273	accuse	21	ACCUSE
IDS-1274	condemn	21	CONDEMN
IDS-1275	convict (vb)	21	CONVICT
IDS-1276	acquit	21	ACQUIT
IDS-1277	guilty	21	GUILTY
IDS-1278	innocent	21	INNOCENT
IDS-1279	penalty, punishment	21	PUNISHMENT
IDS-1280	fine	21	FINE (PENALTY)
IDS-1281	prison, jail	21	PRISON
IDS-1282	murder	21	MURDER
IDS-1283	adultery	21	ADULTERY
IDS-1284	rape	21	RAPE
IDS-1285	arson	21	ARSON
IDS-1286	perjury	21	PERJURY
IDS-1287	steal	21	STEAL
IDS-1288	thief	21	THIEF
IDS-1289	religion	22	RELIGION
IDS-1290	God	22	GOD
IDS-1291	temple, church	22	TEMPLE
IDS-1292	altar	22	ALTAR
IDS-1293	sacrifice, offering	22	SACRIFICE
IDS-1294	worship	22	WORSHIP
IDS-1295	pray	22	PRAY
IDS-1296	priest	22	PRIEST
IDS-1297	holy, sacred	22	HOLY
IDS-1298	preach	22	PREACH
IDS-1299	bless	22	BLESS
IDS-1300	curse	22	CURSE
IDS-1301	fast (vb)	22	ABSTAIN FROM FOOD
IDS-1302	heaven	22	HEAVEN
IDS-1303	hell	22	HELL
IDS-1304	demon (evil spirit)	22	DEMON
IDS-1305	idol	22	IDOL
IDS-1306	magic, witchcraft, sorcery	22	MAGIC
IDS-1307	sorcerer, witch	22	MAGICIAN
IDS-1308	fairy, elf	22	ELF OR FAIRY
IDS-1309	ghost, phantom	22	GHOST
IDS-1310	omen, portent	22	OMEN
